m,target_svi,composite
0.855,0.7983738919247538,0.8552621871094059
0.86,0.7953314162519448,0.8531621615439696
0.865,0.7923539475588088,0.8510621359785333
0.87,0.789442436600108,0.8489621104130971
0.875,0.7865978222524638,0.8468620848476608
0.88,0.7838210287181239,0.8447620592822246
0.885,0.7811129626543161,0.8426620337167883
0.89,0.7784745102390143,0.840562008151352
0.895,0.7759065341852001,0.8384619825859158
0.9,0.7734098707169265,0.8363619570204794
0.905,0.7709853265216647,0.8342619314550431
0.91,0.7686336756945156,0.8321619058896069
0.915,0.7663556566908698,0.8300618803241706
0.9199999999999999,0.7641519693049909,0.8279618547587344
0.925,0.7620232716927494,0.8258618291932981
0.9299999999999999,0.7599701774573219,0.8237618036278619
0.935,0.7579932528170904,0.8216617780624256
0.94,0.756093013875195,0.8195617524969893
0.9450000000000001,0.7542699240101993,0.817461726931553
0.95,0.7525243914071208,0.8153617013661167
0.9550000000000001,0.7508567667476319,0.8157318433799681
0.96,0.7492673410775557,0.8161019853938193
0.9650000000000001,0.7477563438688704,0.8164721274076706
0.97,0.7463239412922874,0.8168422694215219
0.9750000000000001,0.7449702347150882,0.8172124114353733
0.98,0.7436952594373388,0.8175825534492245
0.985,0.7424989836778064,0.8179526954630758
0.99,0.7413813078189716,0.8183228374769271
0.995,0.7403420639184244,0.8186929794907783
1.0,0.7393810154917319,0.8190631215046297
1.005,0.7384978575695653,0.819433263518481
1.01,0.7376922170295312,0.8198034055323322
1.0150000000000001,0.7369636532007902,0.8201735475461835
1.02,0.7363116587372069,0.8205436895600349
1.025,0.7357356607524882,0.8209138315738861
1.03,0.7352350222085697,0.8212839735877374
1.0350000000000001,0.7348090435464404,0.8216541156015887
1.04,0.7344569645466679,0.8220242576154401
1.045,0.734177966405143,0.8223943996292913
1.05,0.7339711740080183,0.8227645416431426
1.0550000000000002,0.7338356583884842,0.824611991310546
1.06,0.7337704393469313,0.8264594409779492
1.065,0.7337744882151892,0.8283068906453526
1.07,0.7338467307449221,0.8301543403127559
1.075,0.7339860500998875,0.8320017899801592
1.08,0.7341912899316365,0.8338492396475625
1.085,0.7344612575183317,0.8356966893149658
1.09,0.7347947269466715,0.8375441389823691
1.095,0.7351904423174288,0.8393915886497724
1.1,0.7356471209558084,0.8412390383171757
1.105,0.7361634566086875,0.8430864879845791
1.11,0.7367381226118074,0.8449339376519824
1.115,0.7373697750111027,0.8467813873193857
1.12,0.7380570556235653,0.848628836986789
1.125,0.7387985950243319,0.8504762866541923
1.1300000000000001,0.7395930154480138,0.8523237363215956
1.135,0.7404389335936562,0.8541711859889989
1.1400000000000001,0.7413349633240837,0.8560186356564023
1.145,0.7422797182517568,0.8578660853238056
1.15,0.7432718142045965,0.8597135349912088
1.155,0.7443098715665366,0.8606163894593646
1.1600000000000001,0.7453925174888039,0.8615192439275202
1.165,0.7465183879691114,0.8624220983956759
1.17,0.7476861297970563,0.8633249528638316
1.175,0.7488944023650498,0.8642278073319872
1.1800000000000002,0.7501418793450504,0.865130661800143
1.185,0.7514272502322418,0.8660335162682986
1.19,0.7527492217575662,0.8669363707364542
1.195,0.7541065191717214,0.86783922520461
1.2000000000000002,0.7554978874038255,0.8687420796727656
1.205,0.7569220920984786,0.8696449341409214
1.21,0.7583779205353934,0.870547788609077
1.215,0.7598641824361225,0.8714506430772326
1.2200000000000002,0.7613797106627084,0.8723534975453884
1.225,0.7629233618133062,0.873256352013544
1.23,0.7644940167199886,0.8741592064816996
1.235,0.7660905808540523,0.8750620609498554
1.2400000000000002,0.7677119846441948,0.8759649154180111
1.245,0.7693571837129453,0.8768677698861668
1.25,0.7710251590366958,0.8777706243543224
