m,target_svi,composite
0.855,0.7983738919247538,0.8642196540928736
0.86,0.7953314162519448,0.8621404715090697
0.865,0.7923539475588088,0.8600612889252657
0.87,0.789442436600108,0.8579821063414618
0.875,0.7865978222524638,0.8559029237576579
0.88,0.7838210287181239,0.8538237411738538
0.885,0.7811129626543161,0.8517445585900499
0.89,0.7784745102390143,0.849665376006246
0.895,0.7759065341852001,0.847586193422442
0.9,0.7734098707169265,0.8455070108386381
0.905,0.7709853265216647,0.8434278282548342
0.91,0.7686336756945156,0.8413486456710302
0.915,0.7663556566908698,0.8392694630872263
0.9199999999999999,0.7641519693049909,0.8371902805034224
0.925,0.7620232716927494,0.8351110979196184
0.9299999999999999,0.7599701774573219,0.8330319153358144
0.935,0.7579932528170904,0.8309527327520105
0.94,0.756093013875195,0.8288735501682066
0.9450000000000001,0.7542699240101993,0.8267943675844026
0.95,0.7525243914071208,0.8247151850005987
0.9550000000000001,0.7508567667476319,0.825033621236957
0.96,0.7492673410775557,0.8253520574733154
0.9650000000000001,0.7477563438688704,0.8256704937096737
0.97,0.7463239412922874,0.825988929946032
0.9750000000000001,0.7449702347150882,0.8263073661823904
0.98,0.7436952594373388,0.8266258024187487
0.985,0.7424989836778064,0.826944238655107
0.99,0.7413813078189716,0.8272626748914653
0.995,0.7403420639184244,0.8275811111278237
1.0,0.7393810154917319,0.827899547364182
1.005,0.7384978575695653,0.8282179836005403
1.01,0.7376922170295312,0.8285364198368987
1.0150000000000001,0.7369636532007902,0.828854856073257
1.02,0.7363116587372069,0.8291732923096153
1.025,0.7357356607524882,0.8294917285459736
1.03,0.7352350222085697,0.829810164782332
1.0350000000000001,0.7348090435464404,0.8301286010186903
1.04,0.7344569645466679,0.8304470372550486
1.045,0.734177966405143,0.8307654734914071
1.05,0.7339711740080183,0.8310839097277654
1.0550000000000002,0.7338356583884842,0.8326288152407912
1.06,0.7337704393469313,0.834173720753817
1.065,0.7337744882151892,0.8357186262668428
1.07,0.7338467307449221,0.8372635317798687
1.075,0.7339860500998875,0.8388084372928944
1.08,0.7341912899316365,0.8403533428059203
1.085,0.7344612575183317,0.8418982483189461
1.09,0.7347947269466715,0.843443153831972
1.095,0.7351904423174288,0.8449880593449978
1.1,0.7356471209558084,0.8465329648580237
1.105,0.7361634566086875,0.8480778703710495
1.11,0.7367381226118074,0.8496227758840753
1.115,0.7373697750111027,0.8511676813971012
1.12,0.7380570556235653,0.852712586910127
1.125,0.7387985950243319,0.8542574924231529
1.1300000000000001,0.7395930154480138,0.8558023979361786
1.135,0.7404389335936562,0.8573473034492045
1.1400000000000001,0.7413349633240837,0.8588922089622304
1.145,0.7422797182517568,0.8604371144752562
1.15,0.7432718142045965,0.8619820199882819
1.155,0.7443098715665366,0.8633724773814158
1.1600000000000001,0.7453925174888039,0.8647629347745497
1.165,0.7465183879691114,0.8661533921676834
1.17,0.7476861297970563,0.8675438495608172
1.175,0.7488944023650498,0.868934306953951
1.1800000000000002,0.7501418793450504,0.870324764347085
1.185,0.7514272502322418,0.8717152217402186
1.19,0.7527492217575662,0.8731056791333525
1.195,0.7541065191717214,0.8744961365264863
1.2000000000000002,0.7554978874038255,0.8758865939196202
1.205,0.7569220920984786,0.8772770513127539
1.21,0.7583779205353934,0.8786675087058877
1.215,0.7598641824361225,0.8800579660990215
1.2200000000000002,0.7613797106627084,0.8814484234921555
1.225,0.7629233618133062,0.8828388808852892
1.23,0.7644940167199886,0.884229338278423
1.235,0.7660905808540523,0.8856197956715568
1.2400000000000002,0.7677119846441948,0.8870102530646907
1.245,0.7693571837129453,0.8884007104578244
1.25,0.7710251590366958,0.8897911678509582
