m,target_svi,composite
0.855,0.7983738919247538,0.8443634671174429
0.86,0.7953314162519448,0.8421438050779285
0.865,0.7923539475588088,0.8399241430384141
0.87,0.789442436600108,0.8377044809988997
0.875,0.7865978222524638,0.8354848189593854
0.88,0.7838210287181239,0.833265156919871
0.885,0.7811129626543161,0.8310454948803566
0.89,0.7784745102390143,0.8288258328408422
0.895,0.7759065341852001,0.8266061708013279
0.9,0.7734098707169265,0.8243865087618135
0.905,0.7709853265216647,0.8221668467222991
0.91,0.7686336756945156,0.8199471846827848
0.915,0.7663556566908698,0.8177275226432704
0.9199999999999999,0.7641519693049909,0.815507860603756
0.925,0.7620232716927494,0.8132881985642416
0.9299999999999999,0.7599701774573219,0.8110685365247273
0.935,0.7579932528170904,0.8088488744852129
0.94,0.756093013875195,0.8066292124456986
0.9450000000000001,0.7542699240101993,0.8044095504061841
0.95,0.7525243914071208,0.8021898883666698
0.9550000000000001,0.7508567667476319,0.8025404166245165
0.96,0.7492673410775557,0.8028909448823631
0.9650000000000001,0.7477563438688704,0.8032414731402099
0.97,0.7463239412922874,0.8035920013980565
0.9750000000000001,0.7449702347150882,0.8039425296559032
0.98,0.7436952594373388,0.8042930579137498
0.985,0.7424989836778064,0.8046435861715965
0.99,0.7413813078189716,0.8049941144294431
0.995,0.7403420639184244,0.8053446426872898
1.0,0.7393810154917319,0.8056951709451365
1.005,0.7384978575695653,0.8060456992029832
1.01,0.7376922170295312,0.8063962274608298
1.0150000000000001,0.7369636532007902,0.8067467557186765
1.02,0.7363116587372069,0.8070972839765231
1.025,0.7357356607524882,0.8074478122343698
1.03,0.7352350222085697,0.8077983404922164
1.0350000000000001,0.7348090435464404,0.8081488687500632
1.04,0.7344569645466679,0.8084993970079098
1.045,0.734177966405143,0.8088499252657565
1.05,0.7339711740080183,0.8092004535236031
1.0550000000000002,0.7338356583884842,0.8115319378086638
1.06,0.7337704393469313,0.8138634220937243
1.065,0.7337744882151892,0.8161949063787849
1.07,0.7338467307449221,0.8185263906638455
1.075,0.7339860500998875,0.820857874948906
1.08,0.7341912899316365,0.8231893592339666
1.085,0.7344612575183317,0.8255208435190272
1.09,0.7347947269466715,0.8278523278040878
1.095,0.7351904423174288,0.8301838120891484
1.1,0.7356471209558084,0.832515296374209
1.105,0.7361634566086875,0.8348467806592695
1.11,0.7367381226118074,0.8371782649443302
1.115,0.7373697750111027,0.8395097492293907
1.12,0.7380570556235653,0.8418412335144514
1.125,0.7387985950243319,0.8441727177995119
1.1300000000000001,0.7395930154480138,0.8465042020845726
1.135,0.7404389335936562,0.848835686369633
1.1400000000000001,0.7413349633240837,0.8511671706546937
1.145,0.7422797182517568,0.8534986549397542
1.15,0.7432718142045965,0.8558301392248148
1.155,0.7443098715665366,0.8560894957774172
1.1600000000000001,0.7453925174888039,0.8563488523300198
1.165,0.7465183879691114,0.8566082088826222
1.17,0.7476861297970563,0.8568675654352248
1.175,0.7488944023650498,0.8571269219878273
1.1800000000000002,0.7501418793450504,0.8573862785404298
1.185,0.7514272502322418,0.8576456350930323
1.19,0.7527492217575662,0.8579049916456347
1.195,0.7541065191717214,0.8581643481982373
1.2000000000000002,0.7554978874038255,0.8584237047508397
1.205,0.7569220920984786,0.8586830613034422
1.21,0.7583779205353934,0.8589424178560447
1.215,0.7598641824361225,0.8592017744086472
1.2200000000000002,0.7613797106627084,0.8594611309612498
1.225,0.7629233618133062,0.8597204875138522
1.23,0.7644940167199886,0.8599798440664547
1.235,0.7660905808540523,0.8602392006190572
1.2400000000000002,0.7677119846441948,0.8604985571716597
1.245,0.7693571837129453,0.8607579137242622
1.25,0.7710251590366958,0.8610172702768647
