m,target_svi,composite
0.855,0.8616044368222736,0.8761059752807616
0.86,0.8590221428180109,0.8767224241943359
0.865,0.8564471003902596,0.8773388731079101
0.87,0.8538792012792557,0.8779553220214843
0.875,0.851318338735493,0.8785717709350586
0.88,0.8487644074829501,0.8791882198486327
0.885,0.8462173036832751,0.879804668762207
0.89,0.8436769249009018,0.8804211176757811
0.895,0.8411431700690637,0.8810375665893554
0.9,0.838615939456673,0.8816540155029295
0.905,0.8360951346360391,0.8822704644165038
0.91,0.8335806584513947,0.8828869133300781
0.915,0.8310724149882046,0.8835033622436522
0.9199999999999999,0.8285703095432294,0.8841198111572265
0.925,0.8260742485953201,0.8847362600708006
0.9299999999999999,0.8235841397769187,0.8853527089843749
0.935,0.8210998918462384,0.8859691578979491
0.94,0.818621414660108,0.8865856068115233
0.9450000000000001,0.8161486191474489,0.8872020557250976
0.95,0.813681417283372,0.8878185046386717
0.9550000000000001,0.8112197220638686,0.8883739190063475
0.96,0.8087634474810792,0.8889293333740234
0.9650000000000001,0.8063125084991168,0.8894847477416992
0.97,0.8038668210304332,0.8900401621093749
0.9750000000000001,0.8014263019127009,0.8905955764770507
0.98,0.7989908688862036,0.8911509908447265
0.985,0.7965604405717107,0.8917064052124023
0.99,0.794134936448825,0.892261819580078
0.995,0.7917142768347827,0.8928172339477538
1.0,0.7892983828636976,0.8933726483154296
1.005,0.786887176466228,0.8939280626831054
1.01,0.7844805803496563,0.8944834770507812
1.0150000000000001,0.7820785179783665,0.895038891418457
1.02,0.7796809135547064,0.8955943057861327
1.025,0.7772876920002196,0.8961497201538086
1.03,0.7748987789372397,0.8967051345214844
1.0350000000000001,0.7725141006708284,0.8972605488891602
1.04,0.7701335841710512,0.8978159632568359
1.045,0.7677571570555743,0.8983713776245117
1.05,0.7653847475725769,0.8989267919921875
1.0550000000000002,0.7630162845839626,0.8990671714477539
1.06,0.7606516975488636,0.8992075509033203
1.065,0.7582909165074252,0.8993479303588867
1.07,0.7559338720648612,0.8994883098144532
1.075,0.7535804953757713,0.8996286892700195
1.08,0.7512307181287092,0.8997690687255859
1.085,0.7488844725309947,0.8999094481811524
1.09,0.7465416912937565,0.9000498276367188
1.095,0.7442023076172043,0.9001902070922851
1.1,0.7418662551761126,0.9003305865478516
1.105,0.739533468105515,0.900470966003418
1.11,0.7372038809865971,0.9006113454589844
1.115,0.7348774288327814,0.9007517249145508
1.12,0.7325540470759953,0.9008921043701172
1.125,0.7302336715531161,0.9010324838256837
1.1300000000000001,0.7279162384925844,0.90117286328125
1.135,0.7256016845011768,0.9013132427368165
1.1400000000000001,0.7232899465509354,0.9014536221923829
1.145,0.7209809619662424,0.9015940016479492
1.15,0.7186746684110336,0.9017343811035157
1.155,0.7163710038761472,0.9026926234741212
1.1600000000000001,0.7140699066667965,0.9036508658447266
1.165,0.7117713153901635,0.9046091082153321
1.17,0.7094751689431041,0.9055673505859375
1.175,0.707181406499961,0.906525592956543
1.1800000000000002,0.7048899675004747,0.9074838353271485
1.185,0.7026007916377911,0.908442077697754
1.19,0.7003138188465522,0.9094003200683594
1.195,0.6980289892910723,0.9103585624389648
1.2000000000000002,0.6957462433535859,0.9113168048095703
1.205,0.6934655216225669,0.9122750471801758
1.21,0.6911867648811078,0.9132332895507813
1.215,0.6889099140953585,0.9141915319213868
1.2200000000000002,0.6866349104030148,0.9151497742919923
1.225,0.6843616951018511,0.9161080166625977
1.23,0.6820902096382921,0.9170662590332032
1.235,0.6798203955960189,0.9180245014038086
1.2400000000000002,0.6775521946846006,0.9189827437744141
1.245,0.6752855487281474,0.9199409861450195
1.25,0.6730203996539786,0.920899228515625
