m,target_svi,composite
0.855,0.8616044368222736,0.8435116095424107
0.86,0.8590221428180109,0.8430763460379465
0.865,0.8564471003902596,0.8426410825334821
0.87,0.8538792012792557,0.8422058190290178
0.875,0.851318338735493,0.8417705555245536
0.88,0.8487644074829501,0.8413352920200893
0.885,0.8462173036832751,0.840900028515625
0.89,0.8436769249009018,0.8404647650111606
0.895,0.8411431700690637,0.8400295015066964
0.9,0.838615939456673,0.8395942380022321
0.905,0.8360951346360391,0.8391589744977678
0.91,0.8335806584513947,0.8387237109933036
0.915,0.8310724149882046,0.8382884474888392
0.9199999999999999,0.8285703095432294,0.8378531839843749
0.925,0.8260742485953201,0.8374179204799106
0.9299999999999999,0.8235841397769187,0.8369826569754464
0.935,0.8210998918462384,0.8365473934709821
0.94,0.818621414660108,0.8361121299665177
0.9450000000000001,0.8161486191474489,0.8356768664620535
0.95,0.813681417283372,0.8352416029575892
0.9550000000000001,0.8112197220638686,0.8359356529366628
0.96,0.8087634474810792,0.8366297029157366
0.9650000000000001,0.8063125084991168,0.8373237528948102
0.97,0.8038668210304332,0.8380178028738838
0.9750000000000001,0.8014263019127009,0.8387118528529575
0.98,0.7989908688862036,0.8394059028320311
0.985,0.7965604405717107,0.8400999528111048
0.99,0.794134936448825,0.8407940027901785
0.995,0.7917142768347827,0.8414880527692521
1.0,0.7892983828636976,0.8421821027483258
1.005,0.786887176466228,0.8428761527273995
1.01,0.7844805803496563,0.8435702027064731
1.0150000000000001,0.7820785179783665,0.8442642526855467
1.02,0.7796809135547064,0.8449583026646204
1.025,0.7772876920002196,0.8456523526436941
1.03,0.7748987789372397,0.8463464026227677
1.0350000000000001,0.7725141006708284,0.8470404526018414
1.04,0.7701335841710512,0.8477345025809151
1.045,0.7677571570555743,0.8484285525599887
1.05,0.7653847475725769,0.8491226025390624
1.0550000000000002,0.7630162845839626,0.8499770861816405
1.06,0.7606516975488636,0.8508315698242186
1.065,0.7582909165074252,0.8516860534667967
1.07,0.7559338720648612,0.8525405371093748
1.075,0.7535804953757713,0.853395020751953
1.08,0.7512307181287092,0.8542495043945312
1.085,0.7488844725309947,0.8551039880371093
1.09,0.7465416912937565,0.8559584716796874
1.095,0.7442023076172043,0.8568129553222655
1.1,0.7418662551761126,0.8576674389648437
1.105,0.739533468105515,0.8585219226074218
1.11,0.7372038809865971,0.8593764062499999
1.115,0.7348774288327814,0.860230889892578
1.12,0.7325540470759953,0.8610853735351562
1.125,0.7302336715531161,0.8619398571777344
1.1300000000000001,0.7279162384925844,0.8627943408203125
1.135,0.7256016845011768,0.8636488244628906
1.1400000000000001,0.7232899465509354,0.8645033081054687
1.145,0.7209809619662424,0.8653577917480468
1.15,0.7186746684110336,0.866212275390625
1.155,0.7163710038761472,0.8677189567522321
1.1600000000000001,0.7140699066667965,0.8692256381138393
1.165,0.7117713153901635,0.8707323194754464
1.17,0.7094751689431041,0.8722390008370535
1.175,0.707181406499961,0.8737456821986607
1.1800000000000002,0.7048899675004747,0.8752523635602679
1.185,0.7026007916377911,0.876759044921875
1.19,0.7003138188465522,0.8782657262834821
1.195,0.6980289892910723,0.8797724076450892
1.2000000000000002,0.6957462433535859,0.8812790890066965
1.205,0.6934655216225669,0.8827857703683035
1.21,0.6911867648811078,0.8842924517299107
1.215,0.6889099140953585,0.8857991330915178
1.2200000000000002,0.6866349104030148,0.8873058144531251
1.225,0.6843616951018511,0.8888124958147321
1.23,0.6820902096382921,0.8903191771763392
1.235,0.6798203955960189,0.8918258585379464
1.2400000000000002,0.6775521946846006,0.8933325398995536
1.245,0.6752855487281474,0.8948392212611607
1.25,0.6730203996539786,0.8963459026227678
